id,questionSet,category,difficulty,topicKey,question
gpq_00043,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1992|title,1992年のF1ドライバーズチャンピオンは誰？
gpq_00044,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1993|title,1993年のF1ドライバーズチャンピオンは誰？
gpq_00045,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1994|title,1994年のF1ドライバーズチャンピオンは誰？
gpq_00046,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1995|title,1995年のF1ドライバーズチャンピオンは誰？
gpq_00047,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1996|title,1996年のF1ドライバーズチャンピオンは誰？
gpq_00048,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1997|title,1997年のF1ドライバーズチャンピオンは誰？
gpq_00049,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1998|title,1998年のF1ドライバーズチャンピオンは誰？
gpq_00050,F1・クルマ総合,歴代王者・記録,2,歴代王者・記録|year|1999|title,1999年のF1ドライバーズチャンピオンは誰？
gpq_00051,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2000|title,2000年のF1ドライバーズチャンピオンは誰？
gpq_00052,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2001|title,2001年のF1ドライバーズチャンピオンは誰？
gpq_00053,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2002|title,2002年のF1ドライバーズチャンピオンは誰？
gpq_00054,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2003|title,2003年のF1ドライバーズチャンピオンは誰？
gpq_00055,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2004|title,2004年のF1ドライバーズチャンピオンは誰？
gpq_00056,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2005|title,2005年のF1ドライバーズチャンピオンは誰？
gpq_00057,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2006|title,2006年のF1ドライバーズチャンピオンは誰？
gpq_00058,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2007|title,2007年のF1ドライバーズチャンピオンは誰？
gpq_00059,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2008|title,2008年のF1ドライバーズチャンピオンは誰？
gpq_00060,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2009|title,2009年のF1ドライバーズチャンピオンは誰？
gpq_00061,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2010|title,2010年のF1ドライバーズチャンピオンは誰？
gpq_00062,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2011|title,2011年のF1ドライバーズチャンピオンは誰？
gpq_00063,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2012|title,2012年のF1ドライバーズチャンピオンは誰？
gpq_00064,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2013|title,2013年のF1ドライバーズチャンピオンは誰？
gpq_00065,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2014|title,2014年のF1ドライバーズチャンピオンは誰？
gpq_00066,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2015|title,2015年のF1ドライバーズチャンピオンは誰？
gpq_00067,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2016|title,2016年のF1ドライバーズチャンピオンは誰？
gpq_00068,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2017|title,2017年のF1ドライバーズチャンピオンは誰？
gpq_00069,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2018|title,2018年のF1ドライバーズチャンピオンは誰？
gpq_00070,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2019|title,2019年のF1ドライバーズチャンピオンは誰？
gpq_00071,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2020|title,2020年のF1ドライバーズチャンピオンは誰？
gpq_00072,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2021|title,2021年のF1ドライバーズチャンピオンは誰？
gpq_00073,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2022|title,2022年のF1ドライバーズチャンピオンは誰？
gpq_00074,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2023|title,2023年のF1ドライバーズチャンピオンは誰？
gpq_00075,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2024|title,2024年のF1ドライバーズチャンピオンは誰？
gpq_00076,F1・クルマ総合,歴代王者・記録,1,歴代王者・記録|year|2025|title,2025年のF1ドライバーズチャンピオンは誰？
gpq_00077,F1・クルマ総合,年代別,2,年代別|1950s|ジュゼッペ・ファリーナがF1ドライバーズチャンピオンになった年は？,ジュゼッペ・ファリーナがF1ドライバーズチャンピオンになった年は？
gpq_00078,F1・クルマ総合,年代別,2,年代別|1950s|ファン・マヌエル・ファンジオがF1ドライバーズチャンピオンになった年は？,ファン・マヌエル・ファンジオがF1ドライバーズチャンピオンになった年は？
gpq_00079,F1・クルマ総合,年代別,2,年代別|1950s|アルベルト・アスカリがF1ドライバーズチャンピオンになった年は？,アルベルト・アスカリがF1ドライバーズチャンピオンになった年は？
gpq_00080,F1・クルマ総合,年代別,2,年代別|1950s|マイク・ホーソーンがF1ドライバーズチャンピオンになった年は？,マイク・ホーソーンがF1ドライバーズチャンピオンになった年は？
gpq_00081,F1・クルマ総合,年代別,2,年代別|1950s|ジャック・ブラバムがF1ドライバーズチャンピオンになった年は？,ジャック・ブラバムがF1ドライバーズチャンピオンになった年は？
gpq_00082,F1・クルマ総合,年代別,2,年代別|1960s|グラハム・ヒルがF1ドライバーズチャンピオンになった年は？,グラハム・ヒルがF1ドライバーズチャンピオンになった年は？
gpq_00083,F1・クルマ総合,年代別,2,年代別|1960s|ジョン・サーティースがF1ドライバーズチャンピオンになった年は？,ジョン・サーティースがF1ドライバーズチャンピオンになった年は？
gpq_00084,F1・クルマ総合,年代別,2,年代別|1970s|ヨッヘン・リントがF1ドライバーズチャンピオンになった年は？,ヨッヘン・リントがF1ドライバーズチャンピオンになった年は？
gpq_00085,F1・クルマ総合,年代別,2,年代別|1970s|エマーソン・フィッティパルディがF1ドライバーズチャンピオンになった年は？,エマーソン・フィッティパルディがF1ドライバーズチャンピオンになった年は？
gpq_00086,F1・クルマ総合,年代別,2,年代別|1970s|ジェームス・ハントがF1ドライバーズチャンピオンになった年は？,ジェームス・ハントがF1ドライバーズチャンピオンになった年は？
gpq_00087,F1・クルマ総合,年代別,2,年代別|1970s|マリオ・アンドレッティがF1ドライバーズチャンピオンになった年は？,マリオ・アンドレッティがF1ドライバーズチャンピオンになった年は？
gpq_00088,F1・クルマ総合,年代別,2,年代別|1980s|アラン・ジョーンズがF1ドライバーズチャンピオンになった年は？,アラン・ジョーンズがF1ドライバーズチャンピオンになった年は？
gpq_00089,F1・クルマ総合,年代別,2,年代別|1980s|ケケ・ロズベルグがF1ドライバーズチャンピオンになった年は？,ケケ・ロズベルグがF1ドライバーズチャンピオンになった年は？
gpq_00090,F1・クルマ総合,年代別,2,年代別|1980s|ニキ・ラウダがF1ドライバーズチャンピオンになった年は？,ニキ・ラウダがF1ドライバーズチャンピオンになった年は？
gpq_00091,F1・クルマ総合,年代別,2,年代別|1980s|アラン・プロストがF1ドライバーズチャンピオンになった年は？,アラン・プロストがF1ドライバーズチャンピオンになった年は？
gpq_00092,F1・クルマ総合,年代別,2,年代別|1980s|アイルトン・セナがF1ドライバーズチャンピオンになった年は？,アイルトン・セナがF1ドライバーズチャンピオンになった年は？
gpq_00093,F1・クルマ総合,年代別,2,年代別|1990s|ナイジェル・マンセルがF1ドライバーズチャンピオンになった年は？,ナイジェル・マンセルがF1ドライバーズチャンピオンになった年は？
gpq_00094,F1・クルマ総合,年代別,2,年代別|1990s|ミハエル・シューマッハがF1ドライバーズチャンピオンになった年は？,ミハエル・シューマッハがF1ドライバーズチャンピオンになった年は？
gpq_00095,F1・クルマ総合,年代別,2,年代別|1990s|デイモン・ヒルがF1ドライバーズチャンピオンになった年は？,デイモン・ヒルがF1ドライバーズチャンピオンになった年は？
gpq_00096,F1・クルマ総合,年代別,2,年代別|1990s|ミカ・ハッキネンがF1ドライバーズチャンピオンになった年は？,ミカ・ハッキネンがF1ドライバーズチャンピオンになった年は？
gpq_00097,F1・クルマ総合,年代別,1,年代別|2000s|フェルナンド・アロンソがF1ドライバーズチャンピオンになった年は？,フェルナンド・アロンソがF1ドライバーズチャンピオンになった年は？
gpq_00098,F1・クルマ総合,年代別,1,年代別|2000s|ルイス・ハミルトンがF1ドライバーズチャンピオンになった年は？,ルイス・ハミルトンがF1ドライバーズチャンピオンになった年は？
gpq_00099,F1・クルマ総合,年代別,1,年代別|2010s|セバスチャン・ベッテルがF1ドライバーズチャンピオンになった年は？,セバスチャン・ベッテルがF1ドライバーズチャンピオンになった年は？
gpq_00100,F1・クルマ総合,年代別,1,年代別|2010s|ニコ・ロズベルグがF1ドライバーズチャンピオンになった年は？,ニコ・ロズベルグがF1ドライバーズチャンピオンになった年は？
gpq_00101,F1・クルマ総合,年代別,1,年代別|2020s|マックス・フェルスタッペンがF1ドライバーズチャンピオンになった年は？,マックス・フェルスタッペンがF1ドライバーズチャンピオンになった年は？
gpq_00102,F1・クルマ総合,年代別,1,年代別|2020s|ランド・ノリスがF1ドライバーズチャンピオンになった年は？,ランド・ノリスがF1ドライバーズチャンピオンになった年は？
gpq_00103,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1958|title,1958年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00104,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1959|title,1959年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00105,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1960|title,1960年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00106,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1961|title,1961年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00107,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1962|title,1962年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00108,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1963|title,1963年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00109,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1964|title,1964年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00110,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1965|title,1965年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00111,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1966|title,1966年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00112,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1967|title,1967年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00113,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1968|title,1968年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00114,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1969|title,1969年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00115,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1970|title,1970年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00116,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1971|title,1971年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00117,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1972|title,1972年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00118,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1973|title,1973年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00119,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1974|title,1974年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00120,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1975|title,1975年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00121,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1976|title,1976年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00122,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1977|title,1977年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00123,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1978|title,1978年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00124,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1979|title,1979年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00125,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1980|title,1980年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00126,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1981|title,1981年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00127,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1982|title,1982年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00128,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1983|title,1983年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00129,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1984|title,1984年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00130,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1985|title,1985年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00131,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1986|title,1986年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00132,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1987|title,1987年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00133,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1988|title,1988年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00134,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1989|title,1989年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00135,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1990|title,1990年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00136,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1991|title,1991年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00137,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1992|title,1992年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00138,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1993|title,1993年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00139,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1994|title,1994年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00140,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1995|title,1995年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00141,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1996|title,1996年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00142,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1997|title,1997年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00143,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1998|title,1998年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00144,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|year|1999|title,1999年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00145,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2000|title,2000年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00146,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2001|title,2001年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00147,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2002|title,2002年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00148,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2003|title,2003年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00149,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2004|title,2004年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00150,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2005|title,2005年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00151,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2006|title,2006年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00152,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2007|title,2007年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00153,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2008|title,2008年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00154,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2009|title,2009年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00155,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2010|title,2010年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00156,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2011|title,2011年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00157,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2012|title,2012年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00158,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2013|title,2013年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00159,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2014|title,2014年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00160,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2015|title,2015年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00161,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2016|title,2016年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00162,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2017|title,2017年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00163,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2018|title,2018年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00164,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2019|title,2019年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00165,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2020|title,2020年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00166,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2021|title,2021年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00167,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2022|title,2022年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00168,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2023|title,2023年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00169,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2024|title,2024年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00170,F1・クルマ総合,チーム・コンストラクター,1,チーム・コンストラクター|year|2025|title,2025年のF1コンストラクターズチャンピオンはどのチーム？
gpq_00171,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1950s|ヴァンウォールがコンストラクターズチャンピオンになった年として正しいものは？,ヴァンウォールがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00172,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1960s|フェラーリがコンストラクターズチャンピオンになった年として正しいものは？,フェラーリがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00173,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1960s|BRMがコンストラクターズチャンピオンになった年として正しいものは？,BRMがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00174,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1960s|マトラがコンストラクターズチャンピオンになった年として正しいものは？,マトラがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00175,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1970s|ティレルがコンストラクターズチャンピオンになった年として正しいものは？,ティレルがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00176,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1970s|マクラーレンがコンストラクターズチャンピオンになった年として正しいものは？,マクラーレンがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00177,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1980s|ウィリアムズがコンストラクターズチャンピオンになった年として正しいものは？,ウィリアムズがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00178,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|1990s|ベネトンがコンストラクターズチャンピオンになった年として正しいものは？,ベネトンがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00179,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|2000s|ルノーがコンストラクターズチャンピオンになった年として正しいものは？,ルノーがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00180,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|2000s|ブラウンGPがコンストラクターズチャンピオンになった年として正しいものは？,ブラウンGPがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00181,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|2010s|レッドブル・レーシングがコンストラクターズチャンピオンになった年として正しいものは？,レッドブル・レーシングがコンストラクターズチャンピオンになった年として正しいものは？
gpq_00182,F1・クルマ総合,チーム・コンストラクター,2,チーム・コンストラクター|2010s|メルセデスがコンストラクターズチャンピオンになった年として正しいものは？,メルセデスがコンストラクターズチャンピオンになった年として正しいものは？
